Id,Price,Year,Mileage,City,State,Vin,Make,Model,Vehicle Style,Vehicle Size,MSRP,City MPG,Engine HP,Highway MPG,Popularity,Total Depreciation,Age,Avg MPG,Avg Depreciation Per Year
106,16992,2015,14754,Phoenix, AZ,KL4CJASB1FB155422,Buick,EncoreFWD,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,10659.25,3.0,27.75,3553.0833333333335
107,15555,2015,22058,Farmington, NY,KL4CJASB2FB269882,Buick,EncoreFWD,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,12096.25,3.0,27.75,4032.0833333333335
108,16468,2015,11219,Cincinnati, OH,KL4CJBSBXFB072173,Buick,EncoreConvenience,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,11183.25,3.0,27.75,3727.75
109,16533,2016,28871,Corbin, KY,KL4CJASB1GB696908,Buick,EncoreFWD,SUV,Compact,27921.0,24.6,141.0,31.8,155.0,11388.0,2.0,28.200000000000003,5694.0
110,15595,2015,21745,Denton, TX,KL4CJFSB1FB219276,Buick,EncoreConvenience,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,12056.25,3.0,27.75,4018.75
111,17659,2016,16669,Lakewood, NJ,KL4CJASBXGB646248,Buick,EncoreFWD,SUV,Compact,27921.0,24.6,141.0,31.8,155.0,10262.0,2.0,28.200000000000003,5131.0
112,16470,2015,20030,Orlando, FL,KL4CJASB9FB090528,Buick,EncoreFWD,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,11181.25,3.0,27.75,3727.0833333333335
113,15377,2015,34393,North Olmsted, OH,KL4CJASB1FB063386,Buick,EncoreFWD,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,12274.25,3.0,27.75,4091.4166666666665
114,17976,2016,17887,Aurora, MO,KL4CJASB5GB677794,Buick,EncoreFWD,SUV,Compact,27921.0,24.6,141.0,31.8,155.0,9945.0,2.0,28.200000000000003,4972.5
115,17988,2015,1592,Fruitland Park, FL,KL4CJBSB3FB206862,Buick,EncoreConvenience,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,9663.25,3.0,27.75,3221.0833333333335
117,16244,2015,22428,Anaheim, CA,KL4CJASB3FB266084,Buick,EncoreFWD,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,11407.25,3.0,27.75,3802.4166666666665
119,16999,2015,12558,Port Richey, FL,KL4CJASB6FB267312,Buick,EncoreFWD,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,10652.25,3.0,27.75,3550.75
120,15599,2015,29851,Norfolk, VA,KL4CJASB8FB210237,Buick,EncoreFWD,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,12052.25,3.0,27.75,4017.4166666666665
121,16495,2015,18905,Metairie, LA,KL4CJASB3FB265968,Buick,EncoreFWD,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,11156.25,3.0,27.75,3718.75
123,18988,2016,15851,Topeka, KS,KL4CJASB6GB724251,Buick,EncoreFWD,SUV,Compact,27921.0,24.6,141.0,31.8,155.0,8933.0,2.0,28.200000000000003,4466.5
124,16991,2015,22450,Tucson, AZ,KL4CJASB7FB208107,Buick,EncoreFWD,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,10660.25,3.0,27.75,3553.4166666666665
125,16488,2015,21713,Zelienople, PA,KL4CJASB5FB253207,Buick,EncoreFWD,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,11163.25,3.0,27.75,3721.0833333333335
126,16230,2015,15010,Buford, GA,KL4CJASB4FB212826,Buick,EncoreFWD,SUV,Compact,27651.25,24.0,138.0,31.5,155.0,11421.25,3.0,27.75,3807.0833333333335
